Location & Transportation	Which train station is closest to Leonardo Hotel Torremolinos Costa del Sol?	Torremolinos Cercanías station lies approximately 400 metres away, reachable in four minutes on foot.	High
Location & Transportation	Does Leonardo Hotel Torremolinos Costa del Sol arrange airport transfers or shuttle services?	The hotel does not run its own shuttle but reception can organise private taxi or minivan transfers on request.	Medium
Location & Transportation	Is Leonardo Hotel Torremolinos Costa del Sol within walking distance of Calle San Miguel shopping street?	Yes, Calle San Miguel begins less than 100 metres from the entrance, placing shops one minute away.	Medium
Location & Transportation	How long does it take to reach Málaga city centre from Leonardo Hotel Torremolinos Costa del Sol by train?	The Cercanías train reaches Málaga Centro-Alameda station in approximately 25 minutes from Torremolinos.	Medium
Location & Transportation	Does Leonardo Hotel Torremolinos Costa del Sol assist with on-site car rental or taxi bookings?	Yes, the tour desk and 24-hour reception will arrange car hire, taxis and excursion tickets for guests.	Medium
Location & Transportation	Is there convenient motorway access to Leonardo Hotel Torremolinos Costa del Sol via the A-7?	Yes, the A-7 Mediterráneo motorway can be joined about 2.6 km from the hotel for regional travel.	Low
Activities & Entertainment	How many swimming pools are available at Leonardo Hotel Torremolinos Costa del Sol and are they seasonal?	Three seasonal pools are provided: a panoramic rooftop pool, a large outdoor pool and a shallow children’s pool.	High
Activities & Entertainment	Does Leonardo Hotel Torremolinos Costa del Sol have a rooftop pool with panoramic views?	Yes, the rooftop Sky Pool affords sweeping views over Torremolinos and the Mediterranean coastline.	Medium
Activities & Entertainment	Is there an indoor pool at Leonardo Hotel Torremolinos Costa del Sol?	Yes, an indoor heated pool is located on the rooftop level for use during cooler months.	Medium
Activities & Entertainment	Does Leonardo Hotel Torremolinos Costa del Sol offer a gym or fitness centre?	Yes, a modern fitness room equipped with cardio and strength machines is available to all guests.	High
Activities & Entertainment	Is there a sauna or wellness area at Leonardo Hotel Torremolinos Costa del Sol?	Yes, guests can relax in the on-site sauna situated beside the fitness area.	Medium
Activities & Entertainment	Does Leonardo Hotel Torremolinos Costa del Sol provide massage treatments?	Massage treatments can be booked through reception for an additional fee, subject to therapist availability. [VERIFY]	Low
Activities & Entertainment	Are there family facilities such as a children’s pool or game room at Leonardo Hotel Torremolinos Costa del Sol?	Yes, families appreciate the separate children’s pool and an arcade-style games room with billiards and table tennis.	Medium
Activities & Entertainment	Can staff at Leonardo Hotel Torremolinos Costa del Sol arrange local tours or ticket assistance?	Yes, the concierge team offers tour reservations, attraction tickets and insider advice on local sights.	Medium
