Category	Question	Answer	Frequency Level
Food & Beverage	Does Leonardo Boutique Hotel Krakow City Center serve a daily breakfast buffet?	Yes, a generous breakfast buffet is presented each morning in the restaurant.	High
Food & Beverage	What are the breakfast service hours at Leonardo Boutique Hotel Krakow City Center?	Breakfast is served from 06:30 to 10:30 every day, including weekends.	High
Food & Beverage	What is the charge per person for the breakfast buffet at Leonardo Boutique Hotel Krakow City Center?	The buffet costs 75 PLN per person, payable directly at the restaurant.	Medium
Food & Beverage	Does the restaurant at Leonardo Boutique Hotel Krakow City Center accommodate special dietary requests, such as vegetarian options?	Yes, the kitchen gladly prepares vegetarian, vegan or other special-diet dishes on request.	Low
Food & Beverage	Which style of cuisine is offered at the Sips & Bites restaurant in Leonardo Boutique Hotel Krakow City Center?	Sips & Bites serves relaxed international cuisine accompanied by regional wines and cocktails.	Medium
Food & Beverage	Does Leonardo Boutique Hotel Krakow City Center feature an on-site bar with access to a garden terrace?	Yes, the lobby bar opens onto a leafy garden terrace for alfresco drinks.	Medium
Food & Beverage	Can non-residents visit the bar at Leonardo Boutique Hotel Krakow City Center?	Yes, outside guests are welcome to enjoy the bar and patio facilities.	Low
Food & Beverage	Does Leonardo Boutique Hotel Krakow City Center provide outdoor seating for dining or drinks?	Yes, outdoor tables on the patio allow guests to dine or drink outside.	Low
Food & Beverage	Are children welcome in the restaurant and bar areas at Leonardo Boutique Hotel Krakow City Center?	Yes, children are warmly welcomed in all restaurant and bar areas.	Low
Policies & Terms	What are the standard check-in and check-out times at Leonardo Boutique Hotel Krakow City Center?	Standard check-in begins at 15:00, while check-out is requested by 12:00 noon.	High
Policies & Terms	Is early check-in or late check-out available at Leonardo Boutique Hotel Krakow City Center, and are additional fees involved?	Yes, early arrival or late departure can be arranged subject to availability and a fee.	Medium
Policies & Terms	What is the minimum age requirement for check-in at Leonardo Boutique Hotel Krakow City Center?	The minimum age to check in without an accompanying adult is 18 years.	High
Policies & Terms	What is the cancellation policy for direct bookings at Leonardo Boutique Hotel Krakow City Center?	Cancellation conditions vary by chosen rate; guests should review their specific booking details. [VERIFY]	Medium
Policies & Terms	Does Leonardo Boutique Hotel Krakow City Center request a security deposit or pre-authorisation at check-in?	Yes, a credit-card pre-authorisation or incidental deposit may be required at check-in.	Low
Policies & Terms	Are pets allowed at Leonardo Boutique Hotel Krakow City Center, and is there a surcharge?	Yes, pets are welcome for a surcharge of approximately 100 PLN per day.	High
Policies & Terms	What are the child and crib policies at Leonardo Boutique Hotel Krakow City Center?	Children of all ages are accepted; cribs for infants up to two years are provided free, subject to availability.	Medium
Policies & Terms	Do group bookings have special conditions at Leonardo Boutique Hotel Krakow City Center?	Yes, reservations of five rooms or more are classed as group bookings and carry special terms.	Medium
Policies & Terms	Does Leonardo Boutique Hotel Krakow City Center offer complimentary luggage storage before check-in or after check-out?	Yes, complimentary luggage storage is available before check-in and after check-out.	Medium
Location & Transportation	How far is Leonardo Boutique Hotel Krakow City Center from John Paul II Kraków–Balice International Airport?	John Paul II Kraków–Balice International Airport is about 12 km away, roughly a 20-minute drive.	High
Location & Transportation	Which tram or bus stop is the closest to Leonardo Boutique Hotel Krakow City Center?	The nearest tram stop is Jubilat, approximately 500 metres from the hotel entrance.	Medium
Location & Transportation	Does Leonardo Boutique Hotel Krakow City Center provide an airport shuttle service?	Yes, a paid airport shuttle can be arranged 24 hours in advance through reception.	Medium
Location & Transportation	Does Leonardo Boutique Hotel Krakow City Center offer on-site parking, and what is the nightly rate?	Yes, limited self-parking is offered on site at 110 PLN per night.	High
Location & Transportation	Can Leonardo Boutique Hotel Krakow City Center arrange taxi or car-hire services for its guests?	Yes, the concierge can book taxis, private transfers or car-rental services for guests.	Medium
Location & Transportation	Which major landmarks are within walking distance of Leonardo Boutique Hotel Krakow City Center?	Guests can walk to Wawel Royal Castle in 10 minutes and Main Market Square in about 12, with the Vistula River just 400 metres away.	High
Location & Transportation	Approximately how long does it take to walk from Leonardo Boutique Hotel Krakow City Center to Kraków’s Main Market Square?	It takes roughly 12 minutes to walk the one-kilometre route to the Main Market Square.	Medium
Location & Transportation	Does the concierge team at Leonardo Boutique Hotel Krakow City Center assist with tour and ticket arrangements for local attractions?	Yes, tour and ticket assistance is provided, including excursions to Auschwitz, Wawel Castle or the Wieliczka Salt Mine.	Medium
Activities & Entertainment	Does Leonardo Boutique Hotel Krakow City Center feature an on-site fitness center for guests?	Yes, a compact fitness gym equipped with cardio and strength machines is available.	High
Activities & Entertainment	Does Leonardo Boutique Hotel Krakow City Center provide an outdoor terrace or patio for relaxation?	Yes, a landscaped ground-floor terrace provides a peaceful outdoor seating area.	High
Activities & Entertainment	Is a billiards or games room available at Leonardo Boutique Hotel Krakow City Center?	Yes, guests may enjoy a billiards table and small games room on site.	Medium
Activities & Entertainment	Does Leonardo Boutique Hotel Krakow City Center have a dedicated chill-out or reading lounge for guests?	Yes, a cosy chill-out lounge and reading corner are located off the lobby.	Medium
Activities & Entertainment	Can Leonardo Boutique Hotel Krakow City Center organise guided excursions to attractions such as Wawel Castle or the Wieliczka Salt Mine?	Yes, the hotel can organise guided tours to attractions such as Wawel Castle or the Wieliczka Salt Mine.	Medium
Activities & Entertainment	Does Leonardo Boutique Hotel Krakow City Center rent bicycles or suggest cycling routes along the Vistula River?	No, the property does not currently offer bicycle rental or dedicated cycling programmes. [VERIFY]	Low
Activities & Entertainment	Are fitness classes or personal training sessions offered at Leonardo Boutique Hotel Krakow City Center’s gym?	No, fitness classes or personal training sessions are not provided in the gym. [VERIFY]	Low
Activities & Entertainment	Does Leonardo Boutique Hotel Krakow City Center host evening entertainment or live music events?	No, regular evening entertainment or live music events are not scheduled on site. [VERIFY]	Low
